issue_id,severity,category,title,description,affected_screen_ids,affected_routes,affected_roles,affected_workspaces,evidence_screenshots,expected_behavior,actual_behavior,recommendation,priority,implementation_notes
PROVIDER-SCHOOL-CONFUSION-049,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__MEETINGS__LOAD__DESKTOP__335,/operations?workspace=rabbi_sheller_provider&view=students&section=meetings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__STUDENTS__MEETINGS__LOAD__DESKTOP__335.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-050,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__BOT_SETTINGS__LOAD__DESKTOP__336,/operations?workspace=rabbi_sheller_provider&view=students&section=bot_settings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__STUDENTS__BOT_SETTINGS__LOAD__DESKTOP__336.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-051,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__ACTIVITY__LOAD__DESKTOP__337,/operations?workspace=rabbi_sheller_provider&view=students&section=activity,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__STUDENTS__ACTIVITY__LOAD__DESKTOP__337.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-052,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__STUDENTS__NEXT_YEAR_LOGIN__LOAD__DESKTOP__338,/operations?workspace=rabbi_sheller_provider&view=students&section=next_year_login,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__STUDENTS__NEXT_YEAR_LOGIN__LOAD__DESKTOP__338.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
PROVIDER-SCHOOL-CONFUSION-053,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__CONTACTS__STUDENTS__LOAD__DESKTOP__345,/operations?workspace=rabbi_sheller_provider&view=contacts&section=students,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTACTS__STUDENTS__LOAD__DESKTOP__345.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
OVERSIZED-LAYOUT-054,P2,oversized_layout,Too many visible actions,The screen exposes 73 visible actions.,PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__DESKTOP__349,/operations?workspace=rabbi_sheller_provider&view=content&section=library,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__DESKTOP__349.png,"Page is compact, scannable, and action hierarchy is clear.",The screen exposes 73 visible actions.,Keep one primary action visible and group secondary actions into action menus.,P2,public/operations.html
OVERSIZED-LAYOUT-055,P2,oversized_layout,Too many card/panel blocks,The screen has 211 card-like elements.,PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__DESKTOP__349,/operations?workspace=rabbi_sheller_provider&view=content&section=library,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTENT__LIBRARY__LOAD__DESKTOP__349.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 211 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
OVERSIZED-LAYOUT-056,P2,oversized_layout,Too many visible actions,The screen exposes 108 visible actions.,PROVIDERADMIN__SHELLER__CONTENT__RESEARCH__LOAD__DESKTOP__351,/operations?workspace=rabbi_sheller_provider&view=content&section=research,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTENT__RESEARCH__LOAD__DESKTOP__351.png,"Page is compact, scannable, and action hierarchy is clear.",The screen exposes 108 visible actions.,Keep one primary action visible and group secondary actions into action menus.,P2,public/operations.html
OVERSIZED-LAYOUT-057,P2,oversized_layout,Too many card/panel blocks,The screen has 485 card-like elements.,PROVIDERADMIN__SHELLER__CONTENT__RESEARCH__LOAD__DESKTOP__351,/operations?workspace=rabbi_sheller_provider&view=content&section=research,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTENT__RESEARCH__LOAD__DESKTOP__351.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 485 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
OVERSIZED-LAYOUT-058,P2,oversized_layout,Too many visible actions,The screen exposes 73 visible actions.,PROVIDERADMIN__SHELLER__CONTENT__REPURPOSE__LOAD__DESKTOP__353,/operations?workspace=rabbi_sheller_provider&view=content&section=repurpose,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTENT__REPURPOSE__LOAD__DESKTOP__353.png,"Page is compact, scannable, and action hierarchy is clear.",The screen exposes 73 visible actions.,Keep one primary action visible and group secondary actions into action menus.,P2,public/operations.html
OVERSIZED-LAYOUT-059,P2,oversized_layout,Too many card/panel blocks,The screen has 211 card-like elements.,PROVIDERADMIN__SHELLER__CONTENT__REPURPOSE__LOAD__DESKTOP__353,/operations?workspace=rabbi_sheller_provider&view=content&section=repurpose,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CONTENT__REPURPOSE__LOAD__DESKTOP__353.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 211 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
PROVIDER-SCHOOL-CONFUSION-060,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__CALENDAR__STUDENTS__LOAD__DESKTOP__361,/operations?workspace=rabbi_sheller_provider&view=calendar&section=students,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__CALENDAR__STUDENTS__LOAD__DESKTOP__361.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
OVERSIZED-LAYOUT-061,P2,oversized_layout,Too many card/panel blocks,The screen has 83 card-like elements.,PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__OVERVIEW__LOAD__DESKTOP__365,/operations?workspace=rabbi_sheller_provider&view=service_providers&section=overview,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__OVERVIEW__LOAD__DESKTOP__365.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 83 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
OVERSIZED-LAYOUT-062,P2,oversized_layout,Too many card/panel blocks,The screen has 82 card-like elements.,PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__DIRECTORY__LOAD__DESKTOP__366,/operations?workspace=rabbi_sheller_provider&view=service_providers&section=directory,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__DIRECTORY__LOAD__DESKTOP__366.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 82 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
OVERSIZED-LAYOUT-063,P2,oversized_layout,Too many visible actions,The screen exposes 75 visible actions.,PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__367,/operations?workspace=rabbi_sheller_provider&view=service_providers&section=workspaces,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__367.png,"Page is compact, scannable, and action hierarchy is clear.",The screen exposes 75 visible actions.,Keep one primary action visible and group secondary actions into action menus.,P2,public/operations.html
OVERSIZED-LAYOUT-064,P2,oversized_layout,Too many card/panel blocks,The screen has 62 card-like elements.,PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__367,/operations?workspace=rabbi_sheller_provider&view=service_providers&section=workspaces,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__367.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 62 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
SETTINGS-PLACEHOLDER-065,P1,settings_placeholder,Too much placeholder language,The screen overuses not-configured/disabled/placeholder wording.,PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__367,/operations?workspace=rabbi_sheller_provider&view=service_providers&section=workspaces,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__SERVICE_PROVIDERS__WORKSPACES__LOAD__DESKTOP__367.png,Settings pages show real rows/fields with only missing controls disabled.,The screen overuses not-configured/disabled/placeholder wording.,Render real settings rows and disable only the missing controls with one-line helper text.,P1,public/operations.html
OVERSIZED-LAYOUT-066,P2,oversized_layout,Too many card/panel blocks,The screen has 203 card-like elements.,PROVIDERADMIN__SHELLER__COMMUNICATIONS__OVERVIEW__LOAD__DESKTOP__379,/operations?workspace=rabbi_sheller_provider&view=communications&section=overview,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__COMMUNICATIONS__OVERVIEW__LOAD__DESKTOP__379.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 203 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
OVERSIZED-LAYOUT-067,P2,oversized_layout,Too many card/panel blocks,The screen has 194 card-like elements.,PROVIDERADMIN__SHELLER__COMMUNICATIONS__PARENTS__LOAD__DESKTOP__380,/operations?workspace=rabbi_sheller_provider&view=communications&section=parents,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__COMMUNICATIONS__PARENTS__LOAD__DESKTOP__380.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 194 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
PROVIDER-SCHOOL-CONFUSION-068,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__COMMUNICATIONS__STUDENTS__LOAD__DESKTOP__381,/operations?workspace=rabbi_sheller_provider&view=communications&section=students,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__COMMUNICATIONS__STUDENTS__LOAD__DESKTOP__381.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
OVERSIZED-LAYOUT-069,P2,oversized_layout,Too many card/panel blocks,The screen has 90 card-like elements.,PROVIDERADMIN__SHELLER__COMMUNICATIONS__EMAIL__LOAD__DESKTOP__385,/operations?workspace=rabbi_sheller_provider&view=communications&section=email,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__COMMUNICATIONS__EMAIL__LOAD__DESKTOP__385.png,"Page is compact, scannable, and action hierarchy is clear.",The screen has 90 card-like elements.,Use compact tables/lists and open details in drawers/pages.,P2,public/operations.html
PROVIDER-SCHOOL-CONFUSION-070,P1,provider_school_confusion,Provider/admin surface may be mixed with BNA school concepts,Provider workspace states should not look like BNA student accountability unless explicitly enabled.,PROVIDERADMIN__SHELLER__API_USAGE__STUDENT__LOAD__DESKTOP__405,/operations?workspace=rabbi_sheller_provider&view=api_usage&section=student,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/desktop/PROVIDERADMIN__SHELLER__API_USAGE__STUDENT__LOAD__DESKTOP__405.png,"UI should be clear, wired, safe, and mapped to the correct route/workspace.",Provider workspace states should not look like BNA student accountability unless explicitly enabled.,Separate provider participants/members from BNA students and keep provider program pages simpler.,P1,public/operations.html
