screen_id,screenshot_file,timestamp,viewport,role,workspace,section,page_title,route,url,previous_screen_id,clicked_label,expected_result,actual_result,result_type,back_path_available,primary_action_label,workspace_visible,role_visible,issues,notes
SUPERADMIN__PLATFORM__STUDENTS__ACTIVITY__LOAD__DESKTOP__053,screenshots/desktop/SUPERADMIN__PLATFORM__STUDENTS__ACTIVITY__LOAD__DESKTOP__053.png,2026-06-11T06:21:11.113Z,desktop,Super Admin,Platform,Students,Activity,/operations?workspace=platform&view=students&section=activity,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=activity,,,Students / Activity loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__STUDENTS__NEXT_YEAR_LOGIN__LOAD__DESKTOP__054,screenshots/desktop/SUPERADMIN__PLATFORM__STUDENTS__NEXT_YEAR_LOGIN__LOAD__DESKTOP__054.png,2026-06-11T06:21:11.113Z,desktop,Super Admin,Platform,Students,Next Year Login,/operations?workspace=platform&view=students&section=next_year_login,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=next_year_login,,,Students / Next Year Login loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__OVERVIEW__LOAD__DESKTOP__055,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__OVERVIEW__LOAD__DESKTOP__055.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Overview,/operations?workspace=platform&view=contacts&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=overview,,,Contacts / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__INTERESTED_PARENTS__LOAD__DESKTOP__056,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__INTERESTED_PARENTS__LOAD__DESKTOP__056.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Interested Parents,/operations?workspace=platform&view=contacts&section=interested_parents,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=interested_parents,,,Contacts / Interested Parents loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__PARENTS__LOAD__DESKTOP__057,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__PARENTS__LOAD__DESKTOP__057.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Parents,/operations?workspace=platform&view=contacts&section=parents,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=parents,,,Contacts / Parents loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__PEOPLE__LOAD__DESKTOP__058,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__PEOPLE__LOAD__DESKTOP__058.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,People,/operations?workspace=platform&view=contacts&section=people,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=people,,,Contacts / People loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__CONTACTS__LOAD__DESKTOP__059,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__CONTACTS__LOAD__DESKTOP__059.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Contacts,/operations?workspace=platform&view=contacts&section=contacts,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=contacts,,,Contacts / Contacts loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__NOTES__LOAD__DESKTOP__060,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__NOTES__LOAD__DESKTOP__060.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Notes,/operations?workspace=platform&view=contacts&section=notes,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=notes,,,Contacts / Notes loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__STUDENTS__LOAD__DESKTOP__061,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__STUDENTS__LOAD__DESKTOP__061.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Students,/operations?workspace=platform&view=contacts&section=students,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=students,,,Contacts / Students loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__INTAKE__LOAD__DESKTOP__062,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__INTAKE__LOAD__DESKTOP__062.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Intake,/operations?workspace=platform&view=contacts&section=intake,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=intake,,,Contacts / Intake loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__FOLLOW_UP__LOAD__DESKTOP__063,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__FOLLOW_UP__LOAD__DESKTOP__063.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Follow Up,/operations?workspace=platform&view=contacts&section=follow_up,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=follow_up,,,Contacts / Follow Up loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTACTS__TAGS__LOAD__DESKTOP__064,screenshots/desktop/SUPERADMIN__PLATFORM__CONTACTS__TAGS__LOAD__DESKTOP__064.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Contacts,Tags,/operations?workspace=platform&view=contacts&section=tags,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=tags,,,Contacts / Tags loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__LIBRARY__LOAD__DESKTOP__065,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__LIBRARY__LOAD__DESKTOP__065.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Content,Library,/operations?workspace=platform&view=content&section=library,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=library,,,Content / Library loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__MEETINGS__LOAD__DESKTOP__066,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__MEETINGS__LOAD__DESKTOP__066.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Content,Meetings,/operations?workspace=platform&view=content&section=meetings,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=meetings,,,Content / Meetings loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__RESEARCH__LOAD__DESKTOP__067,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__RESEARCH__LOAD__DESKTOP__067.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Content,Research,/operations?workspace=platform&view=content&section=research,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=research,,,Content / Research loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__SELECTED__LOAD__DESKTOP__068,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__SELECTED__LOAD__DESKTOP__068.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Content,Selected,/operations?workspace=platform&view=content&section=selected,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=selected,,,Content / Selected loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__REPURPOSE__LOAD__DESKTOP__069,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__REPURPOSE__LOAD__DESKTOP__069.png,2026-06-11T06:21:11.114Z,desktop,Super Admin,Platform,Content,Repurpose,/operations?workspace=platform&view=content&section=repurpose,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=repurpose,,,Content / Repurpose loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__NEWSLETTER__LOAD__DESKTOP__070,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__NEWSLETTER__LOAD__DESKTOP__070.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Content,Newsletter,/operations?workspace=platform&view=content&section=newsletter,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=newsletter,,,Content / Newsletter loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__PROMPTS__LOAD__DESKTOP__071,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__PROMPTS__LOAD__DESKTOP__071.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Content,Prompts,/operations?workspace=platform&view=content&section=prompts,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=prompts,,,Content / Prompts loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CONTENT__BUNDLES__LOAD__DESKTOP__072,screenshots/desktop/SUPERADMIN__PLATFORM__CONTENT__BUNDLES__LOAD__DESKTOP__072.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Content,Bundles,/operations?workspace=platform&view=content&section=bundles,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=bundles,,,Content / Bundles loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Task,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__OVERVIEW__LOAD__DESKTOP__073,screenshots/desktop/SUPERADMIN__PLATFORM__CALENDAR__OVERVIEW__LOAD__DESKTOP__073.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Calendar,Overview,/operations?workspace=platform&view=calendar&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=overview,,,Calendar / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Event,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__WEEK__LOAD__DESKTOP__074,screenshots/desktop/SUPERADMIN__PLATFORM__CALENDAR__WEEK__LOAD__DESKTOP__074.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Calendar,Week,/operations?workspace=platform&view=calendar&section=week,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=week,,,Calendar / Week loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Event,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__MONTH__LOAD__DESKTOP__075,screenshots/desktop/SUPERADMIN__PLATFORM__CALENDAR__MONTH__LOAD__DESKTOP__075.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Calendar,Month,/operations?workspace=platform&view=calendar&section=month,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=month,,,Calendar / Month loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Event,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__CLASSES__LOAD__DESKTOP__076,screenshots/desktop/SUPERADMIN__PLATFORM__CALENDAR__CLASSES__LOAD__DESKTOP__076.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Calendar,Classes,/operations?workspace=platform&view=calendar&section=classes,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=classes,,,Calendar / Classes loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Event,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__STUDENTS__LOAD__DESKTOP__077,screenshots/desktop/SUPERADMIN__PLATFORM__CALENDAR__STUDENTS__LOAD__DESKTOP__077.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Calendar,Students,/operations?workspace=platform&view=calendar&section=students,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=students,,,Calendar / Students loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Event,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__PROVIDER__LOAD__DESKTOP__078,screenshots/desktop/SUPERADMIN__PLATFORM__CALENDAR__PROVIDER__LOAD__DESKTOP__078.png,2026-06-11T06:21:11.115Z,desktop,Super Admin,Platform,Calendar,Provider,/operations?workspace=platform&view=calendar&section=provider,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=provider,,,Calendar / Provider loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,New Event,true,true,,No major automated issue detected; manual designer review still required.
